mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta2_0,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_std_0,delta2_std_1,delta2_std_2,delta2_std_3,delta2_std_4,delta2_std_5,delta2_std_6,delta2_std_7,delta2_std_8,delta2_std_9,delta2_std_10,delta2_std_11,delta2_std_12,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,zcr_mean,zcr_std,rms_mean,mel_mean_0,mel_mean_1,mel_mean_2,mel_mean_3,mel_mean_4,mel_mean_5,mel_mean_6,mel_mean_7,mel_mean_8,mel_mean_9,mel_mean_10,mel_mean_11,mel_mean_12,mel_mean_13,mel_mean_14,mel_mean_15,mel_mean_16,mel_mean_17,mel_mean_18,mel_mean_19,mel_mean_20,mel_mean_21,mel_mean_22,mel_mean_23,mel_mean_24,mel_mean_25,mel_mean_26,mel_mean_27,mel_mean_28,mel_mean_29,mel_mean_30,mel_mean_31,mel_mean_32,mel_mean_33,mel_mean_34,mel_mean_35,mel_mean_36,mel_mean_37,mel_mean_38,mel_mean_39,mel_std_0,mel_std_1,mel_std_2,mel_std_3,mel_std_4,mel_std_5,mel_std_6,mel_std_7,mel_std_8,mel_std_9,mel_std_10,mel_std_11,mel_std_12,mel_std_13,mel_std_14,mel_std_15,mel_std_16,mel_std_17,mel_std_18,mel_std_19,mel_std_20,mel_std_21,mel_std_22,mel_std_23,mel_std_24,mel_std_25,mel_std_26,mel_std_27,mel_std_28,mel_std_29,mel_std_30,mel_std_31,mel_std_32,mel_std_33,mel_std_34,mel_std_35,mel_std_36,mel_std_37,mel_std_38,mel_std_39,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,label,file_path
-392.33005,71.194855,4.3818426,63.814644,-7.158037,-19.219505,-14.123545,-11.270185,-12.128504,-7.9456477,-2.4255557,-0.55805767,2.5342975,77.07972,18.16167,18.179052,15.330073,16.690443,12.976244,14.560271,13.333291,13.031582,9.102413,7.654906,10.539241,6.870192,4.891069,0.632962,-0.65648824,-0.08213925,-1.0171676,0.47118545,0.056544736,-0.83156645,-0.3920996,0.44735318,-0.2596577,-1.0217757,0.08263703,-1.9174931,0.14724956,0.65008736,-0.61470646,-0.018633217,0.68435574,-0.17244583,0.2605475,0.024320122,0.013440959,0.21378456,-0.08788294,0.16842738,4.843013,2.2154062,2.3618307,0.963599,1.479256,1.3593854,1.3526313,1.1279634,0.9550392,0.86638385,1.1600423,1.0123816,0.6998026,30.452596043219472,20.236806391461776,25.586845053789197,19.465530793642607,18.21714715120062,22.321135585614297,15.772336534720182,7.477687022797239,5.6654716974168,7.005434928524982,4.719970648721437,1.9653438920117776,4.5697510031017075,2.7270076539743116,0.117462158203125,0.07302732741587054,0.015857314690947533,-17.976927,-11.20343,-17.188862,-10.64489,-13.6433525,-11.103469,-16.051634,-19.762138,-25.545944,-33.675278,-32.88031,-35.27697,-35.139427,-37.514145,-39.152344,-38.708954,-35.82535,-38.092598,-37.546432,-34.490967,-32.01998,-31.195236,-30.570564,-29.66367,-28.315166,-28.29718,-30.91772,-31.73255,-28.759842,-32.797504,-39.05759,-38.53801,-38.266296,-42.36387,-42.49607,-44.586006,-49.379128,-48.881645,-49.2974,-48.731598,2.508396,10.134997,9.865897,14.72343,13.147742,14.690364,16.179438,12.807406,13.318074,6.80936,10.527339,7.9441366,9.061976,8.432243,8.510501,7.6262374,8.79832,6.956296,7.8167715,10.014203,9.379955,9.341116,10.081582,10.160254,10.608703,10.964177,10.368873,10.299944,12.417906,11.919856,7.1390843,7.1404543,7.5896215,6.5244994,7.953109,6.8644905,3.524891,4.8039355,5.098203,5.0505824,0.19993603,0.21556616,0.39113185,0.4906203,0.49575055,0.26675525,0.20319405,0.22228676,0.43395332,0.49766177,0.31485114,0.38853365,nonwake,hard_negatives\Emir_Ozogul_nowake_2.wav
-382.2726,77.807175,0.4380498,57.691025,22.610249,-5.806805,-8.863069,-9.831573,-6.3856735,-6.625589,-6.5069246,-1.6498259,-2.1145766,90.284035,23.584684,22.592318,22.90363,7.559464,15.331281,12.504201,10.902793,10.496679,16.139208,8.987362,5.98835,6.476571,2.4404008,1.3264418,0.094552666,-0.024360895,-0.6098598,-0.076385334,-0.0414913,-0.40091804,-0.23569898,-0.57552123,0.30344033,-0.09959955,-0.3468106,-1.4129875,-0.8096201,0.13342854,0.024057731,0.075725324,0.2878803,-0.07246912,-0.025006589,0.08036667,-0.059900243,-0.11502003,-0.14553376,0.21998556,5.49065,2.5248692,2.6985722,1.7644056,1.1328775,1.5149046,1.2352288,1.1033734,1.3128967,1.1104757,1.1974599,0.75889385,0.88320243,31.109651870438704,17.854422586865176,21.372517083328443,17.099112980373807,17.97758023077828,17.60815195383107,15.892903286241566,7.695338631997861,5.997790166248893,8.183028324388829,3.846605575372287,3.395650083226352,3.5100895194054997,2.7686339654406273,0.1029205322265625,0.05994208401371083,0.024161510169506073,-7.4179645,-8.0120945,-10.818328,-10.9996395,-10.317732,-15.682789,-19.752396,-26.349361,-30.587685,-32.829876,-33.590187,-37.042877,-36.162712,-36.460342,-35.298874,-35.02476,-34.391533,-32.463337,-29.923193,-29.17545,-29.196812,-29.506569,-27.850784,-28.146336,-31.984781,-31.061981,-28.901997,-33.01506,-36.925682,-36.50698,-37.295887,-40.94101,-40.20736,-43.55124,-46.639706,-45.958977,-46.10367,-44.523827,-44.844032,-48.170692,8.661217,14.224633,16.331772,16.380665,15.84109,17.971415,15.60505,12.930765,10.704775,9.653763,9.081962,8.219594,8.98222,8.132158,9.005334,8.963136,8.826959,10.015443,10.943878,11.742129,13.000385,13.316774,13.348232,13.350675,11.704469,12.391532,13.571153,11.853207,8.456811,9.219586,9.24085,7.4903646,7.8736815,5.4114866,3.4003367,4.780939,4.614564,5.5683255,5.6152325,3.5473254,0.48196015,0.39180169,0.27013177,0.30338448,0.3123291,0.47850835,0.41881713,0.28404993,0.3545288,0.1858726,0.25863102,0.4552577,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-391.57193,70.78568,4.3917065,62.79358,-6.503255,-18.33965,-13.55023,-11.772383,-12.484247,-8.087042,-4.0813756,-1.8760204,2.811306,77.74064,19.31867,17.678238,16.169453,17.117386,14.755783,14.514513,13.486062,11.862443,9.247938,8.557514,10.091404,7.623758,4.602188,0.75134206,-0.46409017,-0.055677652,-1.0627297,0.48170123,-0.20176212,-0.7539643,-0.29329294,0.5669529,-0.29038975,-1.1817958,-0.072173946,-2.1106057,0.0715489,0.5892285,-0.43067732,0.16357794,0.7291012,-0.07228783,0.08292457,0.042438056,-0.1382415,0.10810384,-0.063284606,0.17147025,4.8790874,2.2876704,2.4094605,1.1005398,1.3808643,1.5224588,1.3002911,1.2664351,0.7737938,0.9263047,1.1205574,0.99452347,0.8280718,28.914833196247958,19.363494021227268,25.81707502922882,18.71997977317208,18.133325233296045,21.920118146492555,16.130377347607677,7.815049281059173,5.845436658198818,5.942344240195413,4.460622433556719,2.6116404048281106,4.403209112313821,3.1110706845667786,0.1124267578125,0.06757702688747215,0.015864534303545952,-18.25763,-12.1107025,-16.39967,-9.999405,-13.615677,-11.161409,-16.338127,-20.349049,-25.752073,-33.44832,-32.49537,-35.27943,-34.863716,-37.11634,-38.67967,-38.74842,-35.799522,-37.844223,-37.01293,-33.823654,-31.752403,-31.145008,-31.1951,-30.274399,-28.20805,-27.98915,-30.895695,-32.224083,-29.018124,-32.556076,-38.900703,-38.717243,-38.37989,-42.36191,-42.304855,-44.149734,-49.20243,-48.957733,-48.997787,-48.35392,2.5497193,10.617234,10.246707,14.69893,13.081408,14.558302,16.35273,13.141083,13.71045,7.257966,10.662002,8.225462,8.869985,7.831163,7.9801764,7.801714,8.437236,7.044689,7.5448027,9.348242,9.190992,9.617664,10.678695,10.935217,10.723683,10.710019,10.606705,10.332317,12.320816,12.103806,7.2879047,7.0915794,7.540633,6.6944933,7.95809,6.6737633,4.0363765,5.49239,5.378715,5.3537574,0.17980745,0.30262357,0.46396756,0.50340647,0.50173146,0.28151047,0.19538353,0.21136114,0.44178498,0.49088553,0.2980638,0.35575077,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-372.63867,78.891266,-0.59026146,59.358418,21.74378,-6.204388,-8.358667,-10.250763,-6.519617,-7.1666822,-7.233826,-1.6544052,-3.8648005,88.63728,23.209929,23.276999,22.725954,9.403813,15.522773,13.180239,11.436343,11.453153,16.706686,9.751807,6.8491225,7.145794,3.394759,1.6085954,-0.022235915,-0.013905436,-0.77759504,-0.055756494,0.12143433,-0.41696018,-0.3085217,-0.43734193,0.46993583,-0.22959723,-0.48376906,-2.0424469,-0.7230231,0.3517774,0.1843318,0.10433805,0.3226623,-0.053563647,-0.035903122,0.19468455,-0.07730311,-0.22030625,-0.28262806,0.28018707,5.98196,2.6876485,2.947708,1.9737452,1.6124884,1.4524499,1.2725265,1.1214912,1.4217414,1.1940072,1.4427613,0.9781967,1.1163914,32.00482126919522,18.13173254989083,21.53870424245548,17.388884990709364,18.090508124338964,18.467465938286047,16.24665088356791,9.488133355525827,6.011988722265576,9.278582419264971,3.7711551317282517,3.2790256726238054,3.6652219561150328,2.996624941774954,0.105712890625,0.05745545009030075,0.025761771947145462,-6.98036,-7.156091,-8.860058,-9.637905,-9.635063,-14.838263,-18.74289,-25.55547,-29.277878,-31.37717,-32.630222,-36.108215,-35.062836,-35.605972,-34.35656,-34.201103,-33.614048,-31.767515,-29.117699,-28.640179,-28.216276,-28.415443,-26.878426,-27.092155,-30.993351,-29.495058,-27.739876,-32.000153,-36.022278,-35.069763,-35.86,-40.131386,-39.66858,-43.250374,-46.131203,-45.280197,-45.711082,-43.791367,-44.11416,-47.855614,8.729357,13.920449,15.462632,15.883161,16.042458,17.86763,15.532298,13.126297,10.218444,9.273322,9.135401,8.064291,8.816931,8.197992,9.170311,9.343005,9.001294,10.415336,11.054142,12.04708,12.855679,13.182503,13.379253,13.241359,11.680596,12.064587,13.514425,11.931909,8.610206,8.842396,8.698703,7.4884152,7.9122744,5.755584,3.8523371,5.03246,4.827308,5.7847657,5.7085104,3.6198547,0.5082898,0.4021258,0.28843594,0.29328832,0.31737363,0.4837587,0.42001268,0.31079492,0.3521799,0.20173894,0.3218388,0.536668,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-398.62656,84.1494,-9.230031,59.402412,31.215591,-2.241677,-10.09571,-8.109276,-9.774817,-5.7263236,-10.736946,-0.7984107,-6.2556505,78.60168,23.098814,20.484459,17.452387,9.08098,13.704651,14.248739,12.015027,13.262319,12.754149,8.475672,7.2163777,11.541967,4.5252447,0.95667136,-0.81468666,0.19778404,-0.75072885,-0.41496927,0.23146948,-0.011872999,-0.89921045,-0.50608265,0.23085946,0.35840905,-0.69230366,-1.7059305,-0.05588039,0.5297242,-0.120321006,-0.238079,0.55366784,0.3994821,-0.3147929,0.27257437,-0.047720052,0.058804244,0.1293167,0.060799927,5.060489,2.2350445,2.3890038,1.3698901,1.0726056,1.070161,1.3614511,1.3720759,1.5184757,1.0961899,0.9112561,0.96682143,1.045379,31.81929431812848,19.78897751697262,21.635347501733236,18.25217806891841,19.767318059600285,18.40605760722522,16.375825525382844,6.230901609665244,5.628926609043067,5.933201164799011,3.381951174213608,3.36794585234699,3.4626931587249548,3.0730018751767205,0.0887908935546875,0.05941277724850355,0.01828981190919876,-9.532614,-10.286953,-8.85498,-12.167629,-12.882203,-16.889067,-22.58227,-29.993805,-32.54845,-34.7926,-36.318596,-37.81048,-38.285126,-35.541794,-36.392326,-35.415245,-32.937935,-31.72197,-29.874146,-28.527351,-28.109247,-27.47675,-28.129353,-30.789097,-31.554996,-28.11376,-31.838291,-38.43071,-38.338326,-37.475414,-41.82025,-41.980324,-44.04413,-48.248146,-48.36775,-48.237053,-46.12832,-45.817028,-48.94632,-53.561554,8.650307,12.681989,15.280371,13.947131,15.421847,15.771322,14.093865,10.228102,10.601933,8.83485,9.698199,7.9710464,6.9969907,8.338397,7.607441,8.031147,9.106947,10.08104,9.558758,11.474978,11.896648,12.046921,11.556487,10.960865,10.4056835,12.213859,11.692743,7.123516,7.2987094,7.8498273,6.8941307,8.074871,6.435893,3.8810465,4.7863264,4.963173,5.645264,6.0375133,4.968321,0.8402153,0.42383882,0.28009292,0.2170394,0.21690132,0.36380026,0.30834413,0.26462153,0.42557168,0.2317943,0.32884833,0.584263,0.571736,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-370.23596,73.866234,-0.28949416,61.587944,15.9571295,-14.320158,-10.276977,-11.567227,-7.3921046,-11.104655,-3.7311997,-5.4159975,0.11111456,87.02075,23.396694,22.061357,19.670881,10.191008,16.625032,13.388642,10.801392,10.882382,16.383123,12.262762,8.736936,7.3263216,5.1142325,1.1913048,-0.6183201,0.23827834,-0.71408796,-0.14796329,0.13582247,-0.47393432,-0.35302347,-0.0583532,0.5501759,-0.5561123,-0.58361506,-1.9680393,0.07069826,0.65395033,-0.13036993,-0.19007236,0.561028,0.115284145,0.025273342,0.18185067,-0.26102486,-0.08133522,-0.043854654,0.18559922,5.8312654,3.0142848,2.8251398,1.4144224,1.2943327,1.6602647,1.2770008,0.8670091,1.6177291,1.5166277,1.6731443,1.0312432,0.95332986,29.00944976317851,19.5586750140575,23.14802805585282,17.21281653556143,18.378455691556017,18.853993412668174,15.961159974131618,7.397389472962359,7.5632482855408085,8.075030582302045,3.9831878038187676,3.3878197552731484,3.734894489589037,2.276117560084495,0.1065521240234375,0.06986099388456184,0.022204041481018066,-11.025725,-8.583493,-9.776842,-8.505154,-10.497984,-12.455362,-18.40939,-22.518213,-29.753437,-29.996052,-33.465946,-32.806435,-37.370148,-35.89613,-34.745388,-35.0557,-34.340347,-33.08237,-30.793585,-28.881092,-28.148125,-27.734842,-26.599907,-25.827509,-27.14489,-30.024456,-27.911606,-28.559818,-33.569145,-36.47999,-35.41171,-37.50196,-40.145508,-39.748966,-44.668026,-46.636337,-45.960125,-45.71602,-44.05046,-44.67579,7.56257,13.082181,13.876275,16.255875,13.685316,17.6217,14.113238,14.357677,9.594181,10.251489,8.451335,9.311297,7.235683,8.770394,8.3698225,8.698244,8.965676,9.255944,10.215467,10.641856,11.813568,12.21125,12.34508,12.465716,12.348211,11.429406,12.809066,13.5517,10.651625,8.530028,9.050042,8.583827,7.565201,7.6191826,4.9805045,5.124471,6.2675557,6.2188354,6.8349743,5.808393,0.5458071,0.53119355,0.4250152,0.25238967,0.18659028,0.23313203,0.44297522,0.43536174,0.31875473,0.3987311,0.22352688,0.29816297,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-385.19382,82.00491,-5.3378954,56.98755,30.199194,-1.3201807,-8.125378,-6.7665453,-7.1690917,-4.409117,-8.798379,-0.76613975,-6.277235,84.790245,24.207954,24.849594,21.623234,9.376677,12.785623,12.843427,11.949538,13.000411,13.021198,8.930453,6.3979335,9.695423,3.0604296,1.5241222,-0.012424618,-0.05511433,-0.73860127,-0.24323225,0.23476902,-0.25322992,-0.19441931,-0.6611956,0.082401104,0.2894344,-0.45744875,-1.9503087,-0.5856161,0.5328504,0.03922324,-0.005593449,0.2683555,-0.027688205,-0.15598145,0.15926552,0.083422944,-0.04257317,-0.21068616,0.087861076,5.731957,2.3711977,2.659537,1.7596278,1.264147,1.158455,1.4229846,1.296006,1.5916367,0.96474165,0.9871249,1.2942126,0.9902515,31.431479006273594,19.657257188128924,19.564827863052287,17.596817801258954,17.95228415271351,17.688236185907385,15.78456132474835,7.93892193795624,6.0194154409541625,6.986334015144804,3.2778647430492245,2.971810138878353,3.466985765436708,3.1904980164838626,0.09405517578125,0.05831406919528854,0.02262808009982109,-6.8266325,-8.442341,-9.302607,-12.063335,-12.153809,-17.455889,-22.233282,-28.983456,-31.480455,-33.120052,-34.402847,-37.043148,-37.251816,-34.48789,-35.36139,-34.742546,-32.73686,-30.33214,-29.25486,-28.389206,-28.461262,-26.964334,-27.523914,-30.007812,-30.946613,-28.477898,-32.03495,-36.874382,-36.838783,-36.172443,-40.55864,-40.92198,-42.94576,-46.248974,-46.143036,-46.470863,-44.98119,-44.573807,-47.308044,-50.829803,9.106746,13.821088,15.955884,14.494356,15.964995,16.690685,14.304342,9.788374,10.147498,8.48942,8.378662,8.684827,7.3891945,8.70723,8.641672,8.486982,9.900428,10.57147,11.065553,12.590491,13.330415,12.771589,12.952887,11.864758,11.528964,13.890479,13.087104,8.201639,8.248248,8.579985,7.22988,7.6577835,6.0390434,3.798634,4.871738,4.947173,5.7743883,5.918348,4.605642,0.7321981,0.40029097,0.3053978,0.2878549,0.3163685,0.45515636,0.34674987,0.2845209,0.385507,0.2222955,0.30834544,0.5151961,0.5180838,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-394.43073,71.08396,5.4330297,58.807228,5.283736,-14.345486,-9.35384,-9.4780655,-7.989143,-8.3879595,-2.157549,-3.9443152,0.8306315,90.8098,20.404581,20.312387,21.164469,12.564845,16.903772,14.571,11.55176,10.656148,11.961745,8.122925,9.90124,6.498716,1.9773366,0.89684224,0.28184992,-0.17297024,-0.65207046,0.32638192,-0.16534719,-0.52728605,-0.29830077,-0.072655134,0.22430643,-0.8615514,0.059599847,-2.3347425,-0.7895497,0.46137986,-0.032493487,0.3245438,0.46091816,0.13619892,0.19129029,0.21481451,-0.026845817,-0.16859572,0.20509881,0.27404347,4.904358,2.555024,2.4845085,1.6375765,1.291208,1.8690836,1.1754766,1.1097053,0.9638049,0.8597175,1.3037553,1.2478653,0.79374075,30.123470109916738,18.433476610757968,23.427585448418338,16.947150163238327,17.884016244137158,19.80223374509314,15.558633062564505,6.772183913054669,6.561826907205292,7.565402981378281,3.42248208090534,3.1441756376266525,4.420232186433076,2.6053945033359818,0.106658935546875,0.07879976107273998,0.01913715898990631,-14.263754,-10.132203,-14.428006,-10.446909,-15.710602,-13.709984,-19.490654,-22.525005,-28.295937,-32.31034,-32.89677,-35.204784,-36.61624,-38.467793,-38.058723,-36.30377,-37.436523,-37.20056,-35.295715,-32.933853,-32.65215,-31.727804,-30.975399,-29.256996,-29.205349,-30.988176,-33.296867,-30.0507,-31.54687,-37.864315,-38.78085,-37.76929,-40.630463,-42.234478,-43.099045,-47.575752,-47.981537,-47.327366,-46.654182,-46.789566,5.2373047,13.002734,13.371302,17.074905,13.540231,17.602314,16.49662,15.349565,12.548483,10.306387,10.532916,8.7525835,9.574151,7.5345078,8.367313,8.966493,8.44293,8.652726,9.970137,10.743224,10.880999,12.175227,13.182919,13.378308,12.880437,12.570589,11.518003,13.123892,13.653086,8.964071,8.340859,9.160885,7.886002,8.094894,7.626188,4.061693,3.928961,4.572819,5.2118607,5.3084135,0.22463433,0.49569172,0.49253684,0.41206035,0.27973384,0.28150308,0.2992632,0.46332228,0.3836321,0.25992048,0.34691918,0.19171873,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-387.1601,80.61512,-2.409194,60.748634,22.766088,-8.011249,-10.795485,-12.0905075,-8.929869,-8.031732,-8.762373,-1.6385696,-3.8815858,82.70928,22.02619,20.690796,19.671108,8.698026,14.622699,12.321595,10.123575,13.837177,15.9742,10.436743,7.5081334,7.1640673,4.585727,1.0809627,-0.5504287,0.08607158,-0.9350831,-0.28045475,0.24954104,-0.5709888,-0.51710415,-0.080748394,0.49434754,-0.13922845,-0.78316444,-1.6105628,-0.11129744,0.46652287,-0.15277694,-0.14359084,0.6550557,0.1851176,-0.2887648,0.30290836,-0.081084475,0.084789895,-0.067483276,0.047274675,5.1860795,2.4994473,2.7038898,1.4079262,1.0343528,1.1677098,1.1548823,1.1909776,1.6746327,1.0077755,1.1355269,0.99714506,0.60962385,30.658526789707054,18.73547250466124,22.546151274960444,18.25044093005,19.268781404749674,18.8355765564989,17.243705831757687,7.366727852673375,5.738826017444587,7.430849058769006,3.3455145105809225,2.4997428432552744,3.431858318765633,2.7313966394068014,0.089569091796875,0.05472480829655358,0.020192265510559082,-10.185102,-9.816866,-8.811264,-9.560463,-9.9263115,-15.118615,-19.16601,-25.535507,-30.648844,-33.207035,-34.24164,-37.85521,-36.389816,-36.56037,-35.603527,-35.45519,-34.72199,-32.716217,-29.519857,-28.958057,-28.737925,-29.44451,-27.390251,-27.968685,-32.230774,-30.409575,-28.190966,-32.673874,-37.81,-36.628307,-37.44163,-41.79406,-40.925697,-44.717953,-47.9736,-47.14078,-46.943703,-45.016495,-45.342274,-49.797005,8.70525,13.514034,14.616518,15.127049,14.923761,16.804047,14.280111,12.384482,10.231939,9.4991665,9.030982,8.379251,8.373315,7.780202,8.635848,8.523603,8.5614805,10.0443325,9.685308,10.116075,11.642809,11.805259,12.341748,12.227834,10.883278,11.495471,12.93894,11.302524,7.7246966,8.117523,8.22421,7.475866,8.482234,6.019116,3.5083337,5.3331466,5.2843423,6.0938606,5.780443,3.7753246,0.5292531,0.40831852,0.26247582,0.20254312,0.2032636,0.3836847,0.4218271,0.3099609,0.39236036,0.20967665,0.3170514,0.5865562,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-381.81848,72.45294,4.6379185,60.227226,4.2656775,-14.596678,-10.170566,-10.082921,-8.559748,-8.621846,-1.8533107,-5.0002337,0.33616698,88.969055,20.539783,20.8565,20.969988,12.925413,16.931202,14.873492,12.200591,11.106381,12.362072,8.913516,9.671225,7.010971,3.0627491,1.2171052,0.18898042,-0.20013228,-0.9219678,0.31927642,0.03319128,-0.4024392,-0.38760978,-0.080249414,0.27196902,-0.89236104,-0.14880122,-2.779079,-0.8198601,0.6105499,0.0031275898,0.20888156,0.4378037,0.01574643,0.16119793,0.23566404,-0.06954867,-0.2571908,0.26008,0.2579192,5.569747,2.6548793,2.6006744,1.6843679,1.5060538,1.9287211,1.1646045,1.1457185,1.014519,0.992987,1.5400506,1.5443097,0.87055475,30.49777096845995,18.16983188490812,23.843957067459407,16.719106465812267,17.941131626440573,19.96508827752417,15.897483312613046,6.783828513650689,7.32330802617826,7.904632476319226,3.6078097049108884,3.4299594904575126,4.480852348017512,2.7280053915234874,0.1007843017578125,0.07397812026099224,0.02080080844461918,-13.707361,-9.137612,-12.841223,-8.920395,-13.904322,-11.820822,-18.076794,-20.919737,-26.916824,-30.961174,-31.663774,-34.107635,-35.42646,-37.803284,-37.148872,-35.325478,-36.318,-35.9579,-34.081745,-31.84428,-31.453018,-30.84798,-29.918093,-27.899761,-27.647814,-29.603928,-31.924067,-29.123795,-30.669641,-36.59268,-37.506393,-36.519012,-39.60321,-41.035366,-41.956825,-46.70856,-47.278336,-46.96863,-46.10952,-45.827934,5.2422094,12.651299,13.270793,16.842752,13.147836,17.057919,16.47525,15.177482,12.148814,9.848331,10.001516,8.89187,9.090108,7.738381,8.4845495,9.080698,8.482164,8.478622,10.193543,10.696605,10.752327,12.265177,12.90157,12.638624,12.527294,12.484135,11.48077,13.364787,13.39607,8.832489,8.221289,9.011654,7.8066807,8.015102,7.545025,4.1464777,4.6422353,5.603959,5.829893,5.868046,0.25043282,0.52629817,0.5105133,0.42983225,0.3094736,0.27080166,0.27610233,0.45239714,0.41965842,0.29438266,0.3704733,0.21162811,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
-383.53635,70.91214,7.20282,62.188858,-5.3228836,-16.780247,-11.527144,-9.608866,-10.167736,-8.364944,-3.4052649,-1.560162,2.0812345,89.384186,20.217104,21.133453,18.275743,17.416609,16.42251,14.940799,11.640102,12.859519,8.882365,8.126131,9.860632,6.262502,3.2824144,1.3197715,0.08788684,-0.177068,-0.70013016,0.63763213,-0.2558585,-0.41706282,-0.56360567,0.27036443,-0.04644601,-0.8947562,0.28976536,-3.0235922,-0.64477146,0.81974,-0.12673734,0.46453157,0.49644178,-0.0033926424,0.14578679,0.1558891,-0.1757509,-0.051601317,0.4290113,0.24097313,5.7654495,2.6458235,2.6003902,1.4414595,1.4604475,2.033762,1.3778348,1.1874281,0.8316546,1.0739985,1.1572145,1.7405345,0.7020204,30.86968812696385,17.829095991238773,24.882778489218794,17.769929573305454,17.369379037672964,21.29308500844985,15.705369042783579,6.380719913762255,6.652285234797534,6.712652826052825,4.792885670568725,2.7218987568080704,5.0421122445920386,2.759453504872286,0.112091064453125,0.07484641815996337,0.018305623903870583,-16.1311,-9.768799,-15.836549,-10.338253,-13.515057,-10.5991955,-16.494688,-20.549356,-25.637302,-32.508232,-31.75271,-33.64398,-34.401245,-37.266304,-37.745262,-38.06419,-35.70752,-37.542763,-37.06581,-34.047813,-31.533308,-30.504038,-30.696657,-29.652311,-28.211477,-28.24213,-30.480804,-31.725277,-28.89539,-32.470615,-37.69079,-37.69961,-37.711636,-41.524292,-41.7888,-43.74446,-48.23237,-47.589073,-47.68335,-47.319702,2.909611,10.907444,11.432166,15.49791,13.541523,15.12384,17.55251,14.544821,14.475461,8.68624,10.892603,8.988343,9.4592495,8.925256,9.045622,8.280382,9.208722,8.160229,8.747598,10.431061,10.445877,10.950898,12.506883,12.681757,12.716941,12.635481,11.898143,11.64724,13.811019,13.007473,8.196875,8.540485,8.9283905,7.462911,8.065492,6.865481,4.115533,5.304979,5.348926,5.2131824,0.1799419,0.26207176,0.4040233,0.46305758,0.4272323,0.27542102,0.2546922,0.27972853,0.4878641,0.4772999,0.32928377,0.35797268,nonwake,hard_negatives\Emir_Ozogul_nowake_2_438.wav
