mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta2_0,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_std_0,delta2_std_1,delta2_std_2,delta2_std_3,delta2_std_4,delta2_std_5,delta2_std_6,delta2_std_7,delta2_std_8,delta2_std_9,delta2_std_10,delta2_std_11,delta2_std_12,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,zcr_mean,zcr_std,rms_mean,mel_mean_0,mel_mean_1,mel_mean_2,mel_mean_3,mel_mean_4,mel_mean_5,mel_mean_6,mel_mean_7,mel_mean_8,mel_mean_9,mel_mean_10,mel_mean_11,mel_mean_12,mel_mean_13,mel_mean_14,mel_mean_15,mel_mean_16,mel_mean_17,mel_mean_18,mel_mean_19,mel_mean_20,mel_mean_21,mel_mean_22,mel_mean_23,mel_mean_24,mel_mean_25,mel_mean_26,mel_mean_27,mel_mean_28,mel_mean_29,mel_mean_30,mel_mean_31,mel_mean_32,mel_mean_33,mel_mean_34,mel_mean_35,mel_mean_36,mel_mean_37,mel_mean_38,mel_mean_39,mel_std_0,mel_std_1,mel_std_2,mel_std_3,mel_std_4,mel_std_5,mel_std_6,mel_std_7,mel_std_8,mel_std_9,mel_std_10,mel_std_11,mel_std_12,mel_std_13,mel_std_14,mel_std_15,mel_std_16,mel_std_17,mel_std_18,mel_std_19,mel_std_20,mel_std_21,mel_std_22,mel_std_23,mel_std_24,mel_std_25,mel_std_26,mel_std_27,mel_std_28,mel_std_29,mel_std_30,mel_std_31,mel_std_32,mel_std_33,mel_std_34,mel_std_35,mel_std_36,mel_std_37,mel_std_38,mel_std_39,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,label,file_path
-630.4429,116.481476,32.155724,26.07695,16.880533,1.5636792,10.024635,2.1297822,1.2000154,-8.580958,-0.59749264,1.1236907,5.77917,111.239265,29.873045,13.049137,17.172213,16.223103,13.99305,9.534939,3.7641773,7.08125,6.522959,5.4761143,3.4606838,4.668738,12.357029,0.8808229,0.30523798,1.9519141,-0.8884355,-1.6275723,0.73441803,-0.23042217,-0.67570037,-0.11221586,0.07133417,-0.23474905,0.020108603,-3.850244,-1.9154412,-0.15319994,-0.14965299,-0.43602565,-0.669986,-0.057837196,0.07213914,-0.024685381,0.31337023,0.3334983,-0.04223425,-0.117787495,16.425694,3.071248,0.9933612,1.5110699,0.87643206,1.0618736,0.8030765,0.43778238,0.59855044,0.7057842,0.9165528,0.2411526,0.68590546,23.684203754885907,11.882261688690722,16.858547203025804,15.246929439237816,16.940760399668353,14.7375697398707,14.248548908167916,7.447801734235675,3.1676003879986885,2.6975377108842937,2.175537914070472,2.1104792960786947,1.7481878862857336,1.6693439036751192,0.050872802734375,0.03295230091289076,0.001240291865542531,-25.505125,-30.511726,-34.612343,-35.332863,-37.3244,-37.77703,-41.386375,-46.50312,-49.507393,-49.226776,-50.90555,-50.610195,-49.720722,-50.701035,-53.94873,-56.862217,-57.496735,-57.704178,-58.633564,-58.35901,-56.421482,-58.206245,-58.76362,-58.8192,-59.620293,-60.626385,-62.34845,-62.560123,-64.12249,-64.92044,-65.27998,-65.61701,-66.63574,-68.027336,-68.87648,-69.21877,-69.50238,-66.984055,-64.63187,-65.6491,14.033125,14.261703,13.587889,13.735793,13.213771,12.943077,14.18391,12.896624,12.383358,11.621854,12.025689,10.898358,10.790365,10.62654,9.831169,9.650259,9.120057,9.491594,9.363304,9.200968,8.936185,9.716864,11.006327,11.957823,12.539811,12.912754,12.910647,13.943642,11.517496,9.627168,9.5003395,9.699494,8.849906,7.9833426,7.9565797,7.630605,7.2006392,7.5387564,8.763679,8.4931555,0.4909646,0.5029985,0.4588082,0.4304318,0.43957812,0.5748677,0.8511849,0.7727293,0.5211408,0.52500004,0.3663399,0.43354318,wake,dataset\wake\Cigdem_Kurt_wake_1.wav
-576.2241,68.08168,28.303753,26.85884,6.8685136,16.687595,19.030571,5.48687,6.3730254,3.6353116,-2.0457501,-2.2351115,1.6582613,114.86253,18.998844,19.222687,5.5661325,32.79504,9.583884,9.937968,19.964268,7.6441627,6.9606047,9.430452,10.972382,6.26072,13.373804,2.1666338,-2.3145573,0.091807924,-3.830801,-0.86393213,0.71837056,-2.205535,-0.84039754,-0.6423476,-0.8026727,-1.1449153,0.3911338,3.6203299,0.16091745,-0.41788638,0.045609623,-0.45571327,-0.22358617,-0.37887096,-0.5708045,-0.25209144,-0.24615459,0.14520493,-0.16514342,0.05926945,7.7053723,1.1731479,1.2493433,0.8944089,1.763762,0.705771,1.5932243,1.1807435,0.94546926,0.67266554,1.1220254,1.1003549,0.48304784,19.99316566770302,16.589464866911484,15.86807178192458,14.931575642623699,16.25660346121357,16.51538134663742,51.33248420189778,4.737098202277909,4.150850432702071,4.2377139528038885,3.340215533706782,4.93846911347765,5.717693768056175,9.182313621805894,0.0677490234375,0.040967458871941954,0.0072694942355155945,-23.75135,-29.391897,-30.762604,-35.57145,-41.302315,-46.541603,-45.317184,-44.823055,-48.243347,-47.84213,-46.27951,-46.60947,-48.214928,-48.87092,-49.32623,-51.71357,-51.78566,-52.80071,-52.943203,-52.386105,-55.115448,-55.161613,-55.22779,-54.89799,-53.782074,-53.808624,-52.184944,-51.53534,-51.731026,-53.595303,-55.056206,-55.247475,-55.79222,-55.787132,-57.57393,-58.48574,-58.65954,-58.540695,-57.44072,-57.813972,4.5944543,4.710856,13.348536,16.171343,12.117246,13.389783,19.179514,17.601818,11.967247,15.133005,17.424583,14.122464,14.565231,15.801577,14.403241,10.273237,12.733889,11.759189,11.879836,12.580948,7.699971,8.795912,8.94618,9.56122,12.159631,12.998096,16.012865,17.54897,16.567448,13.503578,10.864464,10.148275,9.816962,9.786192,6.1458416,3.1917086,3.176376,3.4340935,6.0248413,7.285249,0.8215924,0.56228113,0.2792081,0.21131606,0.23369591,0.19002308,0.24521011,0.3526891,0.38636765,0.4605794,0.55456465,0.7425278,wake,dataset\wake\Dilara_Ozturk_wake_1.wav
-597.7969,72.6471,26.053055,25.806074,4.6539216,24.143831,12.90671,1.847681,3.017133,-1.8136723,-5.080415,2.9089174,-0.19436982,123.693665,14.1568365,21.915886,6.539847,36.27958,7.3157225,9.1998205,18.90183,5.712198,8.164294,10.872483,5.588388,4.158534,14.383169,1.4872991,-2.6130767,-0.44975686,-4.0761414,0.47161955,-0.74833715,-2.242369,-0.5776453,-0.8216555,-1.1018543,0.1635471,0.20512435,2.4861567,-0.5018636,-0.051356316,-0.011297137,0.24322636,-0.44080073,-0.2546802,0.06887831,-0.17444137,0.11454978,0.21636784,-0.03943178,-0.23510966,5.484289,1.8953884,1.714244,0.82059705,2.6566691,1.5295782,0.910784,2.0495865,0.7977983,0.7352882,1.32315,0.72992146,0.70205134,22.177386513273788,17.90987489954549,16.583483010454515,16.76886445653865,16.470593716983796,18.10787065395249,49.42933883401939,6.129521600929065,3.9580125390344127,5.374035719458538,3.8050442842163243,3.516449494369018,5.711443203487305,12.4682808339776,0.0529937744140625,0.027714796106567723,0.005440237000584602,-24.562065,-33.43312,-32.19905,-36.312916,-37.87957,-47.787407,-48.798233,-46.00258,-46.592705,-50.595604,-51.400078,-48.702805,-47.423058,-48.454018,-50.62684,-50.378212,-53.06922,-53.92624,-54.060646,-56.37266,-54.07518,-55.48044,-57.319992,-58.479607,-57.759483,-56.501595,-56.530724,-55.560745,-53.46337,-53.09529,-54.596855,-56.777985,-57.695404,-58.785965,-57.756065,-59.260452,-61.07789,-61.897575,-61.523407,-63.142902,4.6719913,4.4271307,9.728345,17.08665,14.67567,12.136883,14.731016,20.981964,18.361265,12.09975,14.50976,19.115847,15.924542,14.790944,15.933695,15.878783,11.424983,11.861589,13.615366,10.06867,13.537174,11.99348,9.52251,8.986539,10.2923155,12.007839,12.54541,14.043145,18.335178,17.900122,16.231901,12.828641,10.887936,9.844629,11.067176,9.101482,5.8967023,5.1345606,4.977656,5.453524,0.6169982,0.7781686,0.6981798,0.3896665,0.17078793,0.19341253,0.16492356,0.19467245,0.23783928,0.26733583,0.34405684,0.5100732,wake,dataset\wake\Dilara_Ozturk_wake_1.wav
-562.38904,70.2172,21.561157,29.136694,-1.9737952,14.468907,20.796103,0.6108626,5.260434,0.3697783,-4.253938,-5.7967873,3.8082514,133.76085,20.363438,25.687332,8.485645,39.153408,10.467326,8.4860525,21.108906,7.5254517,9.631444,9.876333,12.526194,8.03149,13.869423,1.3708667,-2.384615,0.70970273,-3.3661377,-0.9305848,0.13541527,-1.678672,-0.5921924,-0.94822896,-0.4356557,-1.1365736,0.5376744,-2.1974716,-0.64310956,0.8964922,0.18554026,0.8104313,-0.038393706,-0.253263,0.4344815,-0.114830196,0.1655084,0.037123322,0.4645439,-0.08193731,9.830858,2.2020116,3.2597864,0.572732,3.092408,0.47977218,0.8088699,2.3119233,1.1104585,1.2228267,0.9903612,1.498475,0.6278151,20.23120870219181,18.027651311746258,17.771247121315138,16.68781186058971,17.587904384816234,18.244841310338217,50.00019522746506,5.566723040203259,3.897400657471392,7.881690700377249,5.056435414842821,6.062019967008214,7.788565005148092,10.254720379020611,0.0593109130859375,0.028817381569158678,0.008820610120892525,-25.814964,-29.871353,-28.606825,-31.958496,-40.21687,-43.467785,-40.679207,-41.349953,-48.178543,-44.97716,-42.594402,-44.632446,-45.785194,-45.074463,-47.648216,-50.719917,-49.524857,-51.572403,-51.661556,-50.745064,-54.41411,-54.35019,-54.375793,-53.359356,-52.241734,-52.11466,-49.67421,-48.26145,-48.27733,-51.286484,-53.402885,-54.282654,-54.789734,-54.31993,-57.433754,-59.78621,-60.361294,-60.51033,-57.51569,-57.594795,4.000312,5.2695503,15.618413,19.193352,12.874237,18.685493,24.908869,21.353539,12.041029,19.030577,21.02748,16.24095,17.399426,19.689392,16.407644,11.407199,14.9484,13.2837105,13.051792,13.802047,10.49539,10.739398,10.855048,13.134819,15.193009,15.858588,19.04342,20.231232,19.897596,16.83474,13.927233,12.102799,12.346959,12.9551935,7.9573407,3.9201837,3.3517869,3.2042108,7.5406837,9.040736,0.72147644,0.39479905,0.20354511,0.192055,0.14946747,0.16808473,0.23924829,0.30338576,0.3002097,0.3793384,0.54747605,0.80449015,wake,dataset\wake\Dilara_Ozturk_wake_1.wav
-569.28235,64.48709,7.2968054,27.4115,16.361649,-4.7028847,1.741016,3.5442188,1.8146319,3.9560325,-3.462695,9.181238,4.9415336,144.7217,35.60198,26.131584,28.834274,9.778731,18.892593,3.0220807,6.631768,11.361618,4.071647,16.600096,12.561419,12.602541,19.955614,2.722628,-2.1332006,3.8828378,1.0808873,-1.8266875,0.0033893678,-0.39305505,-1.0509853,0.15045917,-1.616838,1.6532406,1.3729405,2.8040948,0.60171914,0.34720618,0.45854178,-0.075595036,0.26515102,-0.019939259,0.011996254,-0.03220725,0.27680153,0.22249301,0.1750691,-0.18942614,7.4546113,2.7858565,2.5611095,1.4016888,1.1223553,1.5904505,0.39703947,0.7281553,0.9114626,0.66264194,1.411465,1.0517427,1.2414486,25.25786006357193,14.822096910230965,18.257262691731373,14.692409355609087,15.739673262045093,17.054440446556317,15.936433816624218,9.950609863966648,4.673117842602281,7.690269169536209,2.938338740190724,2.498852801508532,6.7403852348025906,3.6548057511574945,0.0947418212890625,0.06333078922234267,0.008790737017989159,-31.222187,-28.987726,-35.93212,-41.84725,-43.609844,-40.995415,-38.85437,-45.65746,-45.441605,-47.393784,-50.888042,-51.559875,-51.486443,-50.337296,-51.228752,-52.196808,-53.092808,-52.138157,-51.56859,-49.719173,-49.23647,-47.33095,-48.142513,-51.540253,-52.33878,-52.429417,-52.736946,-53.050896,-53.006638,-54.730515,-58.257137,-62.575943,-60.45376,-60.501396,-59.458836,-59.909187,-61.28089,-59.568153,-60.516357,-62.03791,22.250805,23.025417,20.03811,19.040308,19.064941,21.532637,22.217772,17.671722,15.36038,12.5369215,11.774317,12.163247,13.5026,14.995051,14.277586,12.46287,11.261622,12.425724,14.99695,17.999985,19.421934,21.789698,21.289366,18.767103,17.636349,19.511517,20.560722,20.443981,20.976112,18.925306,11.893194,6.4512095,10.681065,11.66204,13.795911,13.207695,10.349847,12.978538,11.3803625,9.447149,0.41571102,0.23448162,0.22673164,0.21451758,0.24174564,0.2817122,0.32155123,0.3112476,0.28953278,0.35837337,0.6837539,0.9382739,wake,dataset\wake\Efrail_furkan_koca_wake_1.wav
-588.3559,60.377823,9.454754,32.864796,8.757021,-7.3137703,3.3612514,2.118185,4.209422,0.62468624,3.3427234,10.541745,-9.62863,146.19786,31.803127,22.566257,33.04845,11.466049,19.577263,3.4099402,13.306739,7.8288794,7.6723523,5.217071,21.620594,9.769542,20.070292,2.2018387,-1.2454622,4.3633065,-0.3766263,-1.7766702,0.15921916,-1.1215934,-0.39383417,-0.46699488,0.11275779,2.187825,-1.2708561,1.4978157,0.47379532,0.9790132,0.1057962,0.18968837,0.4849652,-0.045161963,0.37699357,0.21576339,0.22099316,0.2248126,-0.40816677,0.25464448,7.311701,2.477676,3.4221995,1.9408547,1.2073739,2.1080916,0.47728568,1.65968,0.7951012,0.8665522,0.88064235,2.0783772,1.3154022,27.696423748550053,16.413205660472336,19.931203520004047,16.43938723309504,17.372942540628685,18.609536908730213,48.127257421135454,10.88111506453413,4.956031648293926,6.259077995535292,2.503608540845788,2.6957749145260306,6.46286015357334,10.366175269566053,0.1403961181640625,0.1456563810365006,0.007064293138682842,-33.958374,-28.19677,-36.99447,-41.17119,-45.597908,-45.816006,-39.929222,-39.941875,-47.811222,-46.992996,-48.57135,-53.365906,-54.223194,-55.379868,-52.63506,-52.181084,-54.0276,-55.13492,-55.132744,-53.788185,-52.100216,-50.865818,-49.96263,-47.926266,-51.473366,-53.942223,-54.939342,-54.099678,-54.712925,-54.60921,-55.18062,-58.022743,-63.394936,-64.174446,-62.229343,-62.18177,-61.041893,-63.312294,-62.21405,-62.03405,20.1124,22.288399,18.49026,19.929054,18.068457,19.28433,22.247324,21.696785,17.4016,14.676655,11.644227,10.375707,10.7887,11.635064,14.184139,14.608156,12.281487,10.500488,10.228868,12.683073,15.963268,18.38707,20.601551,21.788126,20.437538,18.157448,17.915628,20.55024,20.398727,21.453041,21.05459,16.322685,9.290077,8.467698,11.542207,11.837719,14.355986,10.460156,11.90663,12.233628,0.61131114,0.89519864,0.38602015,0.2153628,0.21592739,0.19176438,0.20323114,0.22544834,0.29304925,0.28711638,0.2300499,0.23259066,wake,dataset\wake\Efrail_furkan_koca_wake_1.wav
-559.8695,58.8641,4.1128974,37.7761,15.036062,-10.027121,1.0631776,2.217675,-1.722445,2.3777866,-6.453576,13.900824,6.897661,158.53322,34.03545,28.826674,35.979237,8.259709,22.781517,4.494733,6.3216367,14.508891,6.9733725,19.874847,14.143821,13.111065,17.435581,1.8582066,-0.507103,3.9270968,0.6528397,-1.306572,-0.17560771,0.010448925,-0.987125,-0.24586767,-0.9193457,1.3075397,0.43288255,-0.76990575,0.51030546,0.67930007,0.12443978,0.076795995,0.30868,0.14091967,0.17802471,0.39180738,-0.2724741,0.22377527,-0.20850879,-0.43425098,10.985423,2.950065,2.8420181,1.4914328,0.907037,1.496314,0.6161738,0.80332047,1.4287955,0.8422208,1.5082413,1.2387748,1.3654505,27.171571706242155,17.312540638584547,19.776840048303022,15.01783626027833,16.779645510599448,19.743012877036673,17.116652735008287,9.901228090628567,5.686439573530326,7.770101900002646,4.08035643855163,3.3316610627250105,9.285448239085687,5.294097671652041,0.1453857421875,0.1323766850696546,0.009813329204916954,-29.340263,-26.884949,-34.914,-40.148552,-40.18138,-37.63056,-36.078907,-44.604332,-44.84574,-47.487446,-51.70816,-52.32277,-51.724243,-49.431667,-51.052673,-52.876194,-53.65336,-52.529964,-52.065273,-48.824688,-47.60775,-44.063408,-44.46694,-48.56556,-49.98649,-49.964035,-49.748657,-49.824173,-48.623466,-50.939888,-57.26776,-62.71956,-59.658653,-59.62659,-57.809937,-58.611362,-61.219345,-58.45437,-59.619995,-61.84021,23.110374,23.847124,20.720808,20.656666,23.186386,24.277729,23.922476,18.474316,15.458864,12.730054,12.052993,12.12648,13.8246,16.223757,14.616291,12.168193,11.036845,11.970625,15.086647,19.765919,21.118673,24.52431,24.53024,22.613085,20.71622,21.725353,23.184072,23.581959,25.245739,22.844278,14.155503,8.935289,13.410216,14.079394,16.804628,15.733579,11.970771,15.469288,13.748874,10.7624855,0.8188334,0.31890354,0.19201814,0.18730989,0.19457658,0.2145125,0.26102585,0.35303047,0.29593807,0.25012675,0.4269501,0.90349823,wake,dataset\wake\Efrail_furkan_koca_wake_1.wav
-612.23413,90.3779,-11.3010025,32.17422,-4.365123,15.223552,-9.224585,7.119235,-5.336676,-3.8485403,-3.6549966,-0.6355462,-3.286702,146.38312,23.71266,5.230896,9.222691,3.8427558,5.290194,4.319083,5.0586824,3.4661348,3.3925438,3.6301122,2.852034,4.0036225,15.452537,2.2102933,-0.072469786,0.8142744,0.08359528,0.48478118,0.009273745,0.41102058,0.03474551,-0.05210965,0.022932477,-0.19585456,-0.22317004,-6.9834027,-1.2009991,0.3280569,-0.41239232,0.091652825,-0.22946607,0.118522495,-0.080279626,0.19168288,0.06559326,0.23079626,0.018014535,-0.0769748,12.487073,2.6531262,0.72272646,0.76510745,0.35819986,0.38812935,0.4818016,0.33175048,0.43031034,0.29801023,0.45471707,0.41328722,0.4300839,18.462153839057848,11.732703637179632,13.56198901352102,13.049124474180601,14.839577297812406,16.159226365106438,15.285004872067914,4.638597242219707,2.737573883337173,2.4839170766934533,1.844942965105363,1.9734561877475167,1.8427415001608363,1.9317551201351668,0.1013641357421875,0.03517232302304526,0.0005085802404209971,-39.19139,-37.989357,-37.317318,-39.841904,-43.40422,-43.79768,-45.27586,-47.276398,-48.234577,-49.20646,-49.737106,-49.35672,-49.50222,-51.003517,-50.352608,-50.76909,-51.79071,-52.21503,-52.72974,-52.571964,-51.955906,-51.7258,-52.497063,-54.001236,-55.324272,-55.9393,-56.341095,-57.903957,-57.86605,-57.52507,-58.064644,-59.251328,-59.199135,-59.33513,-62.149834,-65.85455,-68.036766,-69.997894,-71.95395,-75.07853,17.28216,17.267862,17.363298,16.41376,15.499315,15.051333,14.780241,14.335941,14.289929,14.366148,13.897597,14.218558,14.225666,13.393189,13.776821,13.65232,13.637773,13.355603,13.2301,13.435582,13.262532,13.444368,13.607937,13.645174,12.799784,12.333617,12.451584,11.9677305,11.987323,11.906929,12.029256,11.790106,11.795277,11.587923,10.961264,10.180104,9.949027,9.143729,8.6333065,8.129507,0.6424129,0.57559097,0.51675075,0.48963737,0.4980574,0.4876448,0.4912444,0.45133734,0.50693715,0.68965316,0.86826116,0.77364975,wake,dataset\wake\Elif_sude_unal_wake_1.wav
-636.704,83.227295,-7.0417004,28.099756,-5.129199,11.737822,-10.606016,7.657078,-13.242369,-0.7638905,-5.5142193,-0.48933747,-7.4421353,144.85672,20.287443,5.596893,7.170982,3.8524737,5.9091783,4.2599626,4.5329337,3.9312637,4.0870667,3.1025937,3.4189813,3.3726776,15.657688,2.1827197,0.024361264,0.7617978,-0.16801743,0.45786875,-0.047932506,0.46254995,-0.07163043,0.27592143,-0.25114816,-0.21709391,0.07383619,-6.682931,-1.0203071,0.33364627,-0.36437762,0.05795943,-0.2645687,0.112957805,0.04125483,0.21319795,0.009218328,0.13998249,-0.18043795,0.017611437,11.4832115,2.2056415,0.6715839,0.5991552,0.43499652,0.38213786,0.5704216,0.38478866,0.43574044,0.38712928,0.44716996,0.47136015,0.37988928,20.627076307659525,11.667481591918767,14.789957911331731,14.150085370285735,15.194269202136834,16.148774667247938,51.53595221948914,5.577065736886526,2.674827977907251,3.616195078639334,2.1549297816536823,2.464163569650335,1.426718937807255,9.44259677193993,0.1314849853515625,0.026092007280448408,0.00036080804420635104,-43.73667,-41.712727,-40.770603,-41.028774,-44.596024,-46.907745,-47.214256,-49.04074,-50.389656,-51.524506,-52.011707,-53.183723,-52.029934,-51.847427,-53.59596,-54.020195,-53.37289,-54.401062,-55.2984,-55.94834,-55.820354,-55.921124,-55.213303,-54.597397,-55.59037,-58.17148,-58.88913,-59.335037,-60.20446,-60.968506,-61.027023,-60.8195,-61.671017,-62.41349,-62.292168,-63.32293,-67.40238,-70.10872,-71.992165,-74.79001,16.189245,16.285097,15.908142,15.328816,15.3460045,14.639365,14.7232485,14.080506,14.017421,13.862183,14.661274,13.65706,13.822723,14.119198,13.374871,13.041905,14.040519,13.347913,13.1831665,13.129619,13.217925,13.027915,12.371585,12.53114,11.926809,12.915623,12.471174,12.14395,11.99155,12.023683,11.991447,11.954837,11.792868,11.753426,11.666998,11.470657,10.439707,9.880045,9.365515,8.423237,0.85337245,0.7563044,0.6227192,0.50332475,0.4796858,0.48830315,0.46563032,0.4463051,0.41586468,0.39339012,0.52346236,0.6809577,wake,dataset\wake\Elif_sude_unal_wake_1.wav
-620.30005,88.847244,-11.138969,33.924595,-5.9844856,10.566264,-8.798819,8.042248,-6.125211,-3.0873225,-3.5158641,-2.567068,-2.764007,131.9803,22.372261,5.752901,9.1110935,7.866877,12.214476,4.778985,5.3492703,4.317187,5.1469045,4.3820157,4.291642,4.6749845,16.547783,1.1284565,-0.3454754,0.98094153,-0.7499371,-0.79744524,0.09462344,0.6503378,-0.28025597,0.50153387,0.3396425,-0.48265338,0.03861417,-3.9908109,-1.7355001,0.25860026,-0.33454037,-0.3054276,-0.71500564,0.32643554,0.013579716,-0.0657008,0.16933839,0.3274948,-0.0173365,0.21848235,12.851004,2.4590497,0.86259884,0.73246336,1.0537795,1.0423138,0.5531807,0.30670455,0.60976624,0.34036496,0.5136046,0.37834176,0.5779743,18.16852737200415,12.632983800537101,14.720947352387006,13.800889911811879,15.074124641906813,16.926219841779922,16.910763066404797,5.240301555912712,2.937913934767704,2.250193469231392,1.864039076345419,1.988190282016073,1.9210536988939726,2.0349709018307296,0.1234130859375,0.023062568106201838,0.0005023812409490347,-40.920033,-39.083633,-37.611885,-40.348732,-44.496185,-44.743156,-45.67723,-47.002525,-48.641006,-49.71479,-49.94219,-49.78766,-50.81684,-52.173798,-52.00229,-52.358627,-53.38445,-54.06837,-53.949623,-53.652176,-53.220028,-52.495766,-52.825165,-54.038696,-55.313843,-55.778313,-56.163925,-57.531834,-58.42457,-59.10202,-59.432922,-60.168545,-59.984016,-59.7466,-62.8443,-67.09308,-69.27083,-70.19555,-72.129684,-75.923836,15.138426,14.738943,14.941885,14.32509,13.810514,13.230783,13.988299,14.3764925,13.790025,14.259792,13.493917,13.486882,12.825277,11.778165,12.469641,12.506116,12.543287,12.230796,12.337724,12.668471,11.670919,12.387068,12.690652,13.874362,13.380062,13.355568,13.594134,13.517787,12.119341,11.046762,11.098871,11.590609,11.62255,12.015935,11.237704,9.851546,9.317686,10.171294,9.715295,8.368693,0.6359283,0.6198947,0.53154397,0.4854255,0.4561973,0.37729043,0.39487752,0.40018073,0.4624535,0.6971031,0.8114366,0.66713125,wake,dataset\wake\Elif_sude_unal_wake_1.wav
-585.65247,45.655502,-26.113178,11.781954,-21.842247,-4.5372424,-0.9581264,-0.6453639,-3.2272525,-14.239355,3.004035,-9.6380825,-6.7652826,198.56158,52.50355,44.903427,30.15732,34.351715,13.179209,10.329569,10.790836,9.142911,19.7555,6.099342,13.467061,8.875623,15.136543,5.197463,-4.1519146,-1.078064,-1.8807611,-0.32898372,-0.27843,0.49432683,0.43567646,-0.95317715,0.013712391,-1.0981721,-0.46462715,-2.158798,-0.9478842,1.4323326,1.6260602,0.027998626,-0.48552364,-0.5645537,0.23314524,0.05517888,-0.42829013,-0.03455417,0.19487241,0.2874962,15.781879,4.1806264,5.941492,5.5507455,4.3004093,1.7805327,1.71708,1.2611682,0.87777346,2.1494403,0.97607136,1.1793672,0.94795054,16.919011286631424,16.61577839212378,17.247480511693624,16.897318046735734,18.339506774201247,20.535362780795694,16.602671005953486,6.179062163605458,7.6156142358642995,7.178486636998606,5.022899673342827,5.678475716522551,8.238921179666074,4.029780172750815,0.20953369140625,0.10262714417548968,0.00858696922659874,-55.256783,-50.117363,-39.509888,-40.010773,-46.153496,-47.199226,-44.2912,-44.242805,-45.96252,-45.463814,-44.400356,-45.72082,-46.533997,-45.789795,-47.723434,-49.219105,-49.08966,-49.741005,-51.83174,-51.852642,-50.93457,-47.89975,-48.22797,-48.24749,-48.584377,-49.408455,-51.198135,-52.0696,-51.32449,-51.579666,-52.806324,-51.8849,-54.04258,-56.21295,-57.190548,-60.25956,-65.66,-64.28254,-64.355255,-60.30394,11.193126,17.433624,28.715296,29.83772,23.94309,23.910017,27.264462,27.261349,25.34688,26.228327,28.246744,27.451498,25.211151,25.527418,24.146528,23.411364,23.102938,22.604263,19.959587,19.593859,20.348122,23.866716,22.466183,22.244883,22.173018,21.94059,20.15841,19.180658,20.782505,20.195026,19.03083,19.637768,17.621727,15.912128,13.587332,10.803913,5.3804455,6.9868417,6.8905797,11.049452,0.6816619,0.55297863,0.6065956,0.5638746,0.517517,0.53621805,0.5528645,0.63047236,0.7157551,0.61837846,0.6323907,0.65976834,wake,dataset\wake\EmineHatun_Cakmak_wake_1.wav
